Match_ID,Teams,Venue,Toss_Winner,Toss_Decision,Winner,Margin_Runs,Margin_Wickets,Player_of_Match
7,"['Rajasthan Royals', 'Kings XI Punjab']",Sharjah Cricket Stadium,Kings XI Punjab,field,Kings XI Punjab,,7.0,GJ Maxwell
12,"['Rajasthan Royals', 'Kolkata Knight Riders']",Sawai Mansingh Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,9.0,G Gambhir
37,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,24.0,,SK Raina
17,"['Kolkata Knight Riders', 'Kings XI Punjab']",Eden Gardens,Kolkata Knight Riders,field,Kings XI Punjab,2.0,,SP Narine
66,"['Punjab Kings', 'Rajasthan Royals']","Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,field,Rajasthan Royals,,4.0,D Padikkal
50,"['Delhi Capitals', 'Sunrisers Hyderabad']","Brabourne Stadium, Mumbai",Sunrisers Hyderabad,field,Delhi Capitals,21.0,,DA Warner
33,"['Mumbai Indians', 'Chennai Super Kings']","Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,field,Chennai Super Kings,,3.0,Mukesh Choudhary
19,"['Deccan Chargers', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Kings XI Punjab,,7.0,SE Marsh
5,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Mumbai Indians,field,Mumbai Indians,,6.0,RG Sharma
5,"['Royal Challengers Bangalore', 'Mumbai Indians']",Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,PA Patel
unknown,"['Delhi Capitals', 'Mumbai Indians']",Dubai International Cricket Stadium,Delhi Capitals,bat,Mumbai Indians,,5.0,TA Boult
16,"['Chennai Super Kings', 'Deccan Chargers']",Kingsmead,Deccan Chargers,field,Deccan Chargers,,6.0,HH Gibbs
29,"['Deccan Chargers', 'Kolkata Knight Riders']",Barabati Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,5.0,B Lee
27,"['Kings XI Punjab', 'Kolkata Knight Riders']",St George's Park,Kolkata Knight Riders,bat,Kings XI Punjab,,6.0,DPMD Jayawardene
43,"['Royal Challengers Bangalore', 'Lucknow Super Giants']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,bat,Royal Challengers Bangalore,18.0,,F du Plessis
33,"['Mumbai Indians', 'Punjab Kings']","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,Mumbai Indians,9.0,,JJ Bumrah
52,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Royal Challengers Bangalore,,6.0,V Kohli
45,"['Kolkata Knight Riders', 'Punjab Kings']",Dubai International Cricket Stadium,Punjab Kings,field,Punjab Kings,,5.0,KL Rahul
50,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,5.0,KD Karthik
51,"['Kings XI Punjab', 'Pune Warriors']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,Pune Warriors,,5.0,R Sharma
57,"['Pune Warriors', 'Royal Challengers Bangalore']",Subrata Roy Sahara Stadium,Pune Warriors,field,Royal Challengers Bangalore,35.0,,CH Gayle
38,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,9.0,KK Ahmed
12,"['Sunrisers Hyderabad', 'Delhi Daredevils']",Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,4.0,,AJ Finch
13,"['Kings XI Punjab', 'Kolkata Knight Riders']","Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,RV Uthappa
9,"['Rajasthan Royals', 'Mumbai Indians']","Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,field,Rajasthan Royals,23.0,,JC Buttler
7,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,4.0,N Rana
64,"['Delhi Capitals', 'Punjab Kings']","Dr DY Patil Sports Academy, Mumbai",Punjab Kings,field,Delhi Capitals,17.0,,SN Thakur
9,"['Mumbai Indians', 'Kings XI Punjab']",Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,Kings XI Punjab,,8.0,MA Agarwal
19,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kolkata Knight Riders,field,Sunrisers Hyderabad,16.0,,DA Warner
25,"['Sunrisers Hyderabad', 'Kings XI Punjab']",Rajiv Gandhi International Stadium,Kings XI Punjab,field,Sunrisers Hyderabad,13.0,,AS Rajpoot
14,"['Kings XI Punjab', 'Pune Warriors']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,7.0,AD Mascarenhas
4,"['Delhi Daredevils', 'Rajasthan Royals']",Feroz Shah Kotla,Rajasthan Royals,bat,Rajasthan Royals,5.0,,R Dravid
49,"['Kolkata Knight Riders', 'Chennai Super Kings']",Dubai International Cricket Stadium,Chennai Super Kings,field,Chennai Super Kings,,6.0,RD Gaikwad
35,"['Royal Challengers Bangalore', 'Rajasthan Royals']",M Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Rajasthan Royals,,5.0,JP Faulkner
26,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils,40.0,,DA Warner
36,"['Kochi Tuskers Kerala', 'Delhi Daredevils']",Nehru Stadium,Delhi Daredevils,bat,Delhi Daredevils,38.0,,V Sehwag
54,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,5.0,CA Lynn
27,"['Chennai Super Kings', 'Mumbai Indians']","Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,,4.0,KA Pollard
17,"['Rajasthan Royals', 'Chennai Super Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field,Rajasthan Royals,3.0,,R Ashwin
59,"['Kings XI Punjab', 'Sunrisers Hyderabad']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Sunrisers Hyderabad,30.0,,PA Patel
19,"['Royal Challengers Bengaluru', 'Rajasthan Royals']","Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Rajasthan Royals,,6.0,JC Buttler
67,"['Kings XI Punjab', 'Deccan Chargers']",Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,field,Deccan Chargers,82.0,,S Dhawan
16,"['Mumbai Indians', 'Gujarat Lions']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,6.0,N Rana
41,"['Delhi Capitals', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,3.0,SP Narine
42,"['Delhi Daredevils', 'Sunrisers Hyderabad']",Arun Jaitley Stadium,Delhi Daredevils,bat,Sunrisers Hyderabad,,9.0,S Dhawan
13,"['Gujarat Titans', 'Kolkata Knight Riders']","Narendra Modi Stadium, Ahmedabad",Gujarat Titans,bat,Kolkata Knight Riders,,3.0,RK Singh
3,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']","Eden Gardens, Kolkata",Sunrisers Hyderabad,field,Kolkata Knight Riders,4.0,,AD Russell
52,"['Pune Warriors', 'Rajasthan Royals']",Subrata Roy Sahara Stadium,Pune Warriors,bat,Rajasthan Royals,,7.0,SR Watson
44,"['Delhi Daredevils', 'Kolkata Knight Riders']",Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,bat,Delhi Daredevils,,7.0,DA Warner
20,"['Gujarat Lions', 'Royal Challengers Bangalore']",Saurashtra Cricket Association Stadium,Gujarat Lions,field,Royal Challengers Bangalore,21.0,,CH Gayle
27,"['Mumbai Indians', 'Rajasthan Royals']",Dr DY Patil Sports Academy,Mumbai Indians,field,Mumbai Indians,,7.0,A Nehra
unknown,"['Rajasthan Royals', 'Gujarat Titans']","Eden Gardens, Kolkata",Gujarat Titans,field,Gujarat Titans,,7.0,DA Miller
17,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Mumbai Indians,field,Delhi Daredevils,10.0,,SV Samson
20,"['Mumbai Indians', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Mumbai Indians,field,Sunrisers Hyderabad,15.0,,B Kumar
30,"['Delhi Capitals', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,Delhi Capitals,39.0,,KMA Paul
17,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",M.Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,5.0,AD Russell
60,"['Punjab Kings', 'Royal Challengers Bangalore']","Brabourne Stadium, Mumbai",Royal Challengers Bangalore,field,Punjab Kings,54.0,,JM Bairstow
18,"['Chennai Super Kings', 'Kings XI Punjab']",MA Chidambaram Stadium,Chennai Super Kings,bat,Chennai Super Kings,22.0,,Harbhajan Singh
46,"['Kolkata Knight Riders', 'Kings XI Punjab']",Sharjah Cricket Stadium,Kings XI Punjab,field,Kings XI Punjab,,8.0,CH Gayle
21,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,unknown,,,V Kohli
33,"['Chennai Super Kings', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,SP Narine
28,"['Rajasthan Royals', 'Kochi Tuskers Kerala']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,8.0,SK Warne
unknown,"['Mumbai Indians', 'Rising Pune Supergiant']",Wankhede Stadium,Mumbai Indians,field,Rising Pune Supergiant,20.0,,Washington Sundar
23,"['Kings XI Punjab', 'Kolkata Knight Riders']","Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,Kolkata Knight Riders,39.0,,MK Tiwary
41,"['Chennai Super Kings', 'Mumbai Indians']",Sharjah Cricket Stadium,Mumbai Indians,field,Mumbai Indians,,10.0,TA Boult
20,"['Kings XI Punjab', 'Kolkata Knight Riders']","Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,Kings XI Punjab,4.0,,MS Gony
32,"['Delhi Daredevils', 'Rajasthan Royals']",Arun Jaitley Stadium,Rajasthan Royals,field,Delhi Daredevils,4.0,,RR Pant
27,"['Deccan Chargers', 'Mumbai Indians']","Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,Mumbai Indians,37.0,,SL Malinga
56,"['Delhi Daredevils', 'Royal Challengers Bangalore']",Feroz Shah Kotla,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,10.0,,HV Patel
22,"['Rajasthan Royals', 'Deccan Chargers']","Sardar Patel Stadium, Motera",Deccan Chargers,bat,Rajasthan Royals,,8.0,YK Pathan
29,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Chennai Super Kings,field,Chennai Super Kings,,5.0,Imran Tahir
51,"['Mumbai Indians', 'Delhi Daredevils']",Wankhede Stadium,Delhi Daredevils,field,Mumbai Indians,15.0,,MEK Hussey
61,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']","Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,Kolkata Knight Riders,54.0,,AD Russell
2,"['Delhi Capitals', 'Punjab Kings']","Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,field,Punjab Kings,,4.0,SM Curran
53,"['Deccan Chargers', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,Kings XI Punjab,25.0,,Mandeep Singh
45,"['Chennai Super Kings', 'Kings XI Punjab']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,15.0,,SK Raina
28,"['Delhi Daredevils', 'Chennai Super Kings']",Feroz Shah Kotla,Chennai Super Kings,field,Chennai Super Kings,,4.0,MS Dhoni
21,"['Sunrisers Hyderabad', 'Delhi Daredevils']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,15.0,,KS Williamson
51,"['Rajasthan Royals', 'Mumbai Indians']",Sharjah Cricket Stadium,Mumbai Indians,field,Mumbai Indians,,8.0,NM Coulter-Nile
33,"['Delhi Daredevils', 'Rising Pune Supergiants']",Feroz Shah Kotla,Rising Pune Supergiants,field,Rising Pune Supergiants,,7.0,AM Rahane
43,"['Chennai Super Kings', 'Rajasthan Royals']",Sawai Mansingh Stadium,Chennai Super Kings,bat,Rajasthan Royals,,4.0,JC Buttler
12,"['Mumbai Indians', 'Chennai Super Kings']","Wankhede Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,,7.0,RA Jadeja
60,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",JSCA International Stadium Complex,Kolkata Knight Riders,field,Kolkata Knight Riders,,5.0,JH Kallis
18,"['Chennai Super Kings', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,6.0,Abhishek Sharma
6,"['Delhi Daredevils', 'Rajasthan Royals']",Feroz Shah Kotla,Rajasthan Royals,field,Rajasthan Royals,,3.0,DJ Hooda
68,"['Delhi Daredevils', 'Pune Warriors']",Feroz Shah Kotla,Delhi Daredevils,bat,unknown,,,unknown
17,"['Royal Challengers Bangalore', 'Rising Pune Supergiant']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Rising Pune Supergiant,27.0,,BA Stokes
55,"['Delhi Daredevils', 'Mumbai Indians']",Arun Jaitley Stadium,Delhi Daredevils,bat,Delhi Daredevils,11.0,,A Mishra
37,"['Mumbai Indians', 'Sunrisers Hyderabad']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,field,Sunrisers Hyderabad,85.0,,A Nehra
28,"['Rajasthan Royals', 'Sunrisers Hyderabad']","Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,Rajasthan Royals,55.0,,JC Buttler
16,"['Delhi Capitals', 'Mumbai Indians']","Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,,6.0,RG Sharma
24,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M.Chinnaswamy Stadium,Chennai Super Kings,field,Chennai Super Kings,,5.0,MS Dhoni
13,"['Chennai Super Kings', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,Chennai Super Kings,,5.0,F du Plessis
3,"['Sunrisers Hyderabad', 'Pune Warriors']","Rajiv Gandhi International Stadium, Uppal",Pune Warriors,field,Sunrisers Hyderabad,22.0,,A Mishra
50,"['Kings XI Punjab', 'Rajasthan Royals']",Sheikh Zayed Stadium,Rajasthan Royals,field,Rajasthan Royals,,7.0,BA Stokes
24,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,4.0,AB de Villiers
25,"['Deccan Chargers', 'Mumbai Indians']",Dr DY Patil Sports Academy,Deccan Chargers,field,Mumbai Indians,41.0,,Harbhajan Singh
unknown,"['Mumbai Indians', 'Rising Pune Supergiant']","Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,Mumbai Indians,1.0,,KH Pandya
35,"['Royal Challengers Bangalore', 'Pune Warriors']",M Chinnaswamy Stadium,Pune Warriors,field,Royal Challengers Bangalore,26.0,,V Kohli
37,"['Kings XI Punjab', 'Delhi Capitals']",Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,,5.0,SS Iyer
8,"['Punjab Kings', 'Kolkata Knight Riders']","Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,UT Yadav
6,"['Sunrisers Hyderabad', 'Gujarat Lions']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,9.0,Rashid Khan
65,"['Sunrisers Hyderabad', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Sunrisers Hyderabad,3.0,,RA Tripathi
49,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",Eden Gardens,Royal Challengers Bangalore,field,Kolkata Knight Riders,30.0,,RV Uthappa
10,"['Kolkata Knight Riders', 'Delhi Capitals']",Arun Jaitley Stadium,Delhi Capitals,field,unknown,,,PP Shaw
49,"['Chennai Super Kings', 'Rajasthan Royals']","MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,Rajasthan Royals,10.0,,JA Morkel
52,"['Rajasthan Royals', 'Chennai Super Kings']",Sawai Mansingh Stadium,Rajasthan Royals,field,Chennai Super Kings,63.0,,M Vijay
17,"['Delhi Daredevils', 'Kolkata Knight Riders']",Feroz Shah Kotla,Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,UT Yadav
58,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Mumbai Indians,bat,Mumbai Indians,27.0,,RG Sharma
26,"['Chennai Super Kings', 'Delhi Daredevils']",New Wanderers Stadium,Delhi Daredevils,field,Chennai Super Kings,18.0,,SB Jakati
32,"['Gujarat Titans', 'Delhi Capitals']","Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Delhi Capitals,,6.0,RR Pant
42,"['Rajasthan Royals', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Mumbai Indians,,6.0,YBK Jaiswal
43,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,YS Chahal
38,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,35.0,,UT Yadav
17,"['Kolkata Knight Riders', 'Mumbai Indians']",St George's Park,Mumbai Indians,bat,Mumbai Indians,92.0,,SR Tendulkar
28,"['Mumbai Indians', 'Kings XI Punjab']",Wankhede Stadium,Mumbai Indians,bat,Kings XI Punjab,,6.0,SE Marsh
67,"['Chennai Super Kings', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,Chennai Super Kings,77.0,,RD Gaikwad
51,"['Mumbai Indians', 'Gujarat Titans']","Brabourne Stadium, Mumbai",Gujarat Titans,field,Mumbai Indians,5.0,,TH David
17,"['Delhi Daredevils', 'Royal Challengers Bangalore']",Feroz Shah Kotla,Royal Challengers Bangalore,field,Delhi Daredevils,10.0,,GD McGrath
32,"['Punjab Kings', 'Delhi Capitals']","Brabourne Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,,9.0,Kuldeep Yadav
unknown,"['Delhi Capitals', 'Sunrisers Hyderabad']",Sheikh Zayed Stadium,Delhi Capitals,bat,Delhi Capitals,17.0,,MP Stoinis
1,"['Chennai Super Kings', 'Mumbai Indians']",Newlands,Chennai Super Kings,field,Mumbai Indians,19.0,,SR Tendulkar
11,"['Deccan Chargers', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,Deccan Chargers,33.0,,DW Steyn
47,"['Chennai Super Kings', 'Rajasthan Royals']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,12.0,,RA Jadeja
16,"['Pune Warriors', 'Chennai Super Kings']",Subrata Roy Sahara Stadium,Chennai Super Kings,bat,Pune Warriors,,7.0,JD Ryder
35,"['Gujarat Titans', 'Kolkata Knight Riders']","Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,bat,Gujarat Titans,8.0,,Rashid Khan
53,"['Rajasthan Royals', 'Delhi Capitals']",Arun Jaitley Stadium,Rajasthan Royals,bat,Delhi Capitals,,5.0,A Mishra
41,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Kolkata Knight Riders,bat,Chennai Super Kings,3.0,,M Ntini
70,"['Pune Warriors', 'Kolkata Knight Riders']",Subrata Roy Sahara Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,34.0,,Shakib Al Hasan
26,"['Lucknow Super Giants', 'Rajasthan Royals']","Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Lucknow Super Giants,10.0,,MP Stoinis
28,"['Lucknow Super Giants', 'Kolkata Knight Riders']","Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,,8.0,PD Salt
30,"['Kings XI Punjab', 'Rajasthan Royals']",Kingsmead,Kings XI Punjab,field,Rajasthan Royals,78.0,,GC Smith
2,"['Deccan Chargers', 'Rajasthan Royals']","Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,Rajasthan Royals,,8.0,SK Trivedi
25,"['Rising Pune Supergiants', 'Gujarat Lions']",Maharashtra Cricket Association Stadium,Gujarat Lions,field,Gujarat Lions,,3.0,DR Smith
unknown,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Royal Challengers Bangalore,bat,Kolkata Knight Riders,,4.0,SP Narine
51,"['Kolkata Knight Riders', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,24.0,,VR Iyer
33,"['Chennai Super Kings', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Chennai Super Kings,bat,Sunrisers Hyderabad,,6.0,DA Warner
31,"['Pune Warriors', 'Chennai Super Kings']",Dr DY Patil Sports Academy,Pune Warriors,bat,Chennai Super Kings,,8.0,DE Bollinger
11,"['Rajasthan Royals', 'Royal Challengers Bangalore']",M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,Rajasthan Royals,19.0,,SV Samson
35,"['Royal Challengers Bangalore', 'Rising Pune Supergiants']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,V Kohli
65,"['Rajasthan Royals', 'Punjab Kings']","Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,bat,Punjab Kings,,5.0,SM Curran
46,"['Punjab Kings', 'Mumbai Indians']","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,field,Mumbai Indians,,6.0,Ishan Kishan
13,"['Mumbai Indians', 'Delhi Capitals']","MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,Delhi Capitals,,6.0,A Mishra
50,"['Delhi Daredevils', 'Rajasthan Royals']",OUTsurance Oval,Delhi Daredevils,bat,Delhi Daredevils,14.0,,AB de Villiers
49,"['Mumbai Indians', 'Chennai Super Kings']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,2.0,DR Smith
24,"['Rajasthan Royals', 'Chennai Super Kings']",Sawai Mansingh Stadium,Chennai Super Kings,bat,Rajasthan Royals,,8.0,Sohail Tanvir
47,"['Chennai Super Kings', 'Rajasthan Royals']","Zayed Cricket Stadium, Abu Dhabi",Rajasthan Royals,field,Rajasthan Royals,,7.0,RD Gaikwad
unknown,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad,14.0,,Rashid Khan
46,"['Delhi Daredevils', 'Kings XI Punjab']",OUTsurance Oval,Kings XI Punjab,field,Kings XI Punjab,,6.0,B Lee
9,"['Mumbai Indians', 'Sunrisers Hyderabad']","MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,bat,Mumbai Indians,13.0,,KA Pollard
62,"['Gujarat Titans', 'Sunrisers Hyderabad']","Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,field,Gujarat Titans,34.0,,Shubman Gill
8,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M Chinnaswamy Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,8.0,DA Warner
37,"['Chennai Super Kings', 'Kings XI Punjab']","MA Chidambaram Stadium, Chepauk",Kings XI Punjab,bat,Kings XI Punjab,7.0,,Mandeep Singh
31,"['Chennai Super Kings', 'Kings XI Punjab']","MA Chidambaram Stadium, Chepauk",Kings XI Punjab,field,Chennai Super Kings,18.0,,L Balaji
unknown,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,4.0,MM Patel
12,"['Lucknow Super Giants', 'Sunrisers Hyderabad']","Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,field,Lucknow Super Giants,12.0,,Avesh Khan
14,"['Royal Challengers Bangalore', 'Rajasthan Royals']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,7.0,S Gopal
9,"['Deccan Chargers', 'Mumbai Indians']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,bat,Mumbai Indians,,5.0,RG Sharma
28,"['Sunrisers Hyderabad', 'Rajasthan Royals']",Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,11.0,,KS Williamson
7,"['Mumbai Indians', 'Sunrisers Hyderabad']",Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,1.0,Rashid Khan
27,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']","Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,Sunrisers Hyderabad,15.0,,DA Warner
55,"['Sunrisers Hyderabad', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,7.0,SA Yadav
48,"['Kolkata Knight Riders', 'Chennai Super Kings']",Eden Gardens,Chennai Super Kings,bat,Kolkata Knight Riders,10.0,,Iqbal Abdulla
37,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']","Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,field,Sunrisers Hyderabad,48.0,,DA Warner
42,"['Deccan Chargers', 'Chennai Super Kings']","Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,bat,Deccan Chargers,,6.0,RJ Harris
unknown,"['Delhi Daredevils', 'Chennai Super Kings']","MA Chidambaram Stadium, Chepauk",Delhi Daredevils,field,Chennai Super Kings,86.0,,M Vijay
28,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,82.0,,AB de Villiers
15,"['Rajasthan Royals', 'Chennai Super Kings']","Sardar Patel Stadium, Motera",Chennai Super Kings,bat,Rajasthan Royals,,8.0,AM Rahane
39,"['Sunrisers Hyderabad', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Kings XI Punjab,,6.0,WP Saha
28,"['Punjab Kings', 'Sunrisers Hyderabad']","Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,7.0,Umran Malik
14,"['Mumbai Indians', 'Deccan Chargers']",Dr DY Patil Sports Academy,Deccan Chargers,field,Deccan Chargers,,10.0,AC Gilchrist
5,"['Chennai Super Kings', 'Deccan Chargers']","MA Chidambaram Stadium, Chepauk",Deccan Chargers,bat,Deccan Chargers,31.0,,WPUJC Vaas
15,"['Deccan Chargers', 'Kings XI Punjab']","Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Kings XI Punjab,,8.0,PC Valthaty
24,"['Delhi Daredevils', 'Chennai Super Kings']",Feroz Shah Kotla,Chennai Super Kings,bat,Chennai Super Kings,86.0,,MEK Hussey
