Match_ID,Teams,Venue,Toss_Winner,Toss_Decision,Winner,Margin_Runs,Margin_Wickets,Player_of_Match
33,"['Kolkata Knight Riders', 'Mumbai Indians']",Eden Gardens,Kolkata Knight Riders,bat,Mumbai Indians,,5.0,DR Smith
14,"['Mumbai Indians', 'Royal Challengers Bangalore']",Brabourne Stadium,Mumbai Indians,bat,Royal Challengers Bangalore,,7.0,JH Kallis
unknown,"['Delhi Capitals', 'Chennai Super Kings']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,field,Chennai Super Kings,,6.0,F du Plessis
12,"['Deccan Chargers', 'Mumbai Indians']",Kingsmead,Deccan Chargers,bat,Deccan Chargers,12.0,,PP Ojha
3,"['Chennai Super Kings', 'Kings XI Punjab']",Sheikh Zayed Stadium,Chennai Super Kings,bat,Kings XI Punjab,,6.0,GJ Maxwell
70,"['Royal Challengers Bangalore', 'Gujarat Titans']","M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,field,Gujarat Titans,,6.0,Shubman Gill
46,"['Chennai Super Kings', 'Sunrisers Hyderabad']","Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,Chennai Super Kings,13.0,,RD Gaikwad
21,"['Royal Challengers Bangalore', 'Pune Warriors']",M Chinnaswamy Stadium,Pune Warriors,bat,Royal Challengers Bangalore,,6.0,CH Gayle
5,"['Mumbai Indians', 'Kolkata Knight Riders']",Sheikh Zayed Stadium,Kolkata Knight Riders,field,Mumbai Indians,49.0,,RG Sharma
4,"['Deccan Chargers', 'Kolkata Knight Riders']",Newlands,Kolkata Knight Riders,bat,Deccan Chargers,,8.0,RP Singh
9,"['Kings XI Punjab', 'Sunrisers Hyderabad']",Sharjah Cricket Stadium,Sunrisers Hyderabad,field,Kings XI Punjab,72.0,,GJ Maxwell
38,"['Punjab Kings', 'Chennai Super Kings']","Wankhede Stadium, Mumbai",Chennai Super Kings,field,Punjab Kings,11.0,,S Dhawan
65,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Mumbai Indians,field,Kolkata Knight Riders,32.0,,SP Narine
70,"['Royal Challengers Bangalore', 'Chennai Super Kings']",M Chinnaswamy Stadium,Chennai Super Kings,field,Royal Challengers Bangalore,24.0,,V Kohli
48,"['Sunrisers Hyderabad', 'Mumbai Indians']","Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,Sunrisers Hyderabad,,7.0,S Dhawan
37,"['Delhi Daredevils', 'Deccan Chargers']",Feroz Shah Kotla,Deccan Chargers,field,Delhi Daredevils,12.0,,A Mishra
53,"['Kolkata Knight Riders', 'Rajasthan Royals']",Eden Gardens,Rajasthan Royals,bat,Kolkata Knight Riders,,8.0,JD Unadkat
50,"['Chennai Super Kings', 'Delhi Capitals']",Dubai International Cricket Stadium,Delhi Capitals,field,Delhi Capitals,,3.0,AR Patel
56,"['Sunrisers Hyderabad', 'Mumbai Indians']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Mumbai Indians,,9.0,MJ McClenaghan
31,"['Punjab Kings', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,13.0,,SM Curran
25,"['Royal Challengers Bengaluru', 'Mumbai Indians']","Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,,7.0,JJ Bumrah
35,"['Delhi Daredevils', 'Mumbai Indians']",Buffalo Park,Mumbai Indians,bat,Delhi Daredevils,,7.0,A Nehra
14,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Royal Challengers Bangalore,field,Mumbai Indians,46.0,,RG Sharma
unknown,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Feroz Shah Kotla,Kolkata Knight Riders,field,Sunrisers Hyderabad,22.0,,MC Henriques
2,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Delhi Daredevils,field,Delhi Daredevils,,8.0,IK Pathan
29,"['Kings XI Punjab', 'Chennai Super Kings']",Barabati Stadium,Chennai Super Kings,field,Kings XI Punjab,44.0,,GJ Maxwell
29,"['Chennai Super Kings', 'Sunrisers Hyderabad']",Dubai International Cricket Stadium,Chennai Super Kings,bat,Chennai Super Kings,20.0,,RA Jadeja
51,"['Gujarat Titans', 'Lucknow Super Giants']","Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,Gujarat Titans,56.0,,Shubman Gill
18,"['Kolkata Knight Riders', 'Rajasthan Royals']","Wankhede Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,,6.0,CH Morris
55,"['Delhi Daredevils', 'Mumbai Indians']",SuperSport Park,Delhi Daredevils,field,Delhi Daredevils,,4.0,V Sehwag
42,"['Sunrisers Hyderabad', 'Delhi Daredevils']","Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,field,Delhi Daredevils,,7.0,CH Morris
68,"['Royal Challengers Bengaluru', 'Chennai Super Kings']","M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Royal Challengers Bengaluru,27.0,,F du Plessis
28,"['Mumbai Indians', 'Rising Pune Supergiant']",Wankhede Stadium,Mumbai Indians,field,Rising Pune Supergiant,3.0,,BA Stokes
18,"['Rajasthan Royals', 'Kolkata Knight Riders']",Sawai Mansingh Stadium,Rajasthan Royals,bat,Rajasthan Royals,45.0,,SA Asnodkar
44,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,field,Kings XI Punjab,,4.0,Azhar Mahmood
9,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,,7.0,V Kohli
11,"['Lucknow Super Giants', 'Punjab Kings']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Lucknow Super Giants,21.0,,MP Yadav
48,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",Eden Gardens,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,9.0,V Kohli
25,"['Mumbai Indians', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field,Mumbai Indians,14.0,,C Green
43,"['Deccan Chargers', 'Delhi Daredevils']",Kingsmead,Deccan Chargers,field,Delhi Daredevils,12.0,,R Bhatia
6,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']","MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,field,Royal Challengers Bangalore,6.0,,GJ Maxwell
59,"['Punjab Kings', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Punjab Kings,31.0,,P Simran Singh
unknown,"['Mumbai Indians', 'Chennai Super Kings']",Eden Gardens,Chennai Super Kings,field,Mumbai Indians,41.0,,RG Sharma
unknown,"['Royal Challengers Bengaluru', 'Rajasthan Royals']","Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Rajasthan Royals,,4.0,R Ashwin
2,"['Punjab Kings', 'Kolkata Knight Riders']","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kolkata Knight Riders,field,Punjab Kings,7.0,,Arshdeep Singh
34,"['Kings XI Punjab', 'Royal Challengers Bangalore']","Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,Kings XI Punjab,,9.0,SE Marsh
40,"['Mumbai Indians', 'Deccan Chargers']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,5.0,DW Steyn
16,"['Delhi Daredevils', 'Mumbai Indians']",Sharjah Cricket Stadium,Mumbai Indians,bat,Delhi Daredevils,,6.0,M Vijay
2,"['Delhi Daredevils', 'Kings XI Punjab']",Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,KL Rahul
34,"['Kolkata Knight Riders', 'Kings XI Punjab']",Eden Gardens,Kolkata Knight Riders,bat,Kings XI Punjab,,8.0,DPMD Jayawardene
31,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,32.0,,Sandeep Sharma
6,"['Deccan Chargers', 'Chennai Super Kings']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,field,Chennai Super Kings,74.0,,RA Jadeja
39,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",Sheikh Zayed Stadium,Kolkata Knight Riders,bat,Royal Challengers Bangalore,,8.0,Mohammed Siraj
13,"['Pune Warriors', 'Rajasthan Royals']",Subrata Roy Sahara Stadium,Rajasthan Royals,bat,Pune Warriors,,7.0,AJ Finch
52,"['Delhi Daredevils', 'Sunrisers Hyderabad']",Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,field,Delhi Daredevils,,6.0,KK Nair
58,"['Royal Challengers Bengaluru', 'Punjab Kings']","Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Royal Challengers Bengaluru,60.0,,V Kohli
41,"['Royal Challengers Bengaluru', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,35.0,,RM Patidar
8,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Sheikh Zayed Stadium,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,7.0,Shubman Gill
unknown,"['Mumbai Indians', 'Rajasthan Royals']",Eden Gardens,Rajasthan Royals,bat,Mumbai Indians,,4.0,Harbhajan Singh
32,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,G Gambhir
43,"['Chennai Super Kings', 'Rajasthan Royals']","MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,Chennai Super Kings,,8.0,MEK Hussey
37,"['Chennai Super Kings', 'Mumbai Indians']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Chennai Super Kings,24.0,,SK Raina
1,"['Mumbai Indians', 'Rising Pune Supergiants']",Wankhede Stadium,Mumbai Indians,bat,Rising Pune Supergiants,,9.0,AM Rahane
25,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']","Brabourne Stadium, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,7.0,RA Tripathi
10,"['Kings XI Punjab', 'Mumbai Indians']","Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,Kings XI Punjab,66.0,,KC Sangakkara
31,"['Delhi Daredevils', 'Kings XI Punjab']",Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,9.0,NM Coulter-Nile
29,"['Kings XI Punjab', 'Pune Warriors']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,7.0,DA Miller
35,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",Sheikh Zayed Stadium,Sunrisers Hyderabad,field,unknown,,,LH Ferguson
10,"['Royal Challengers Bangalore', 'Rajasthan Royals']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,10.0,JH Kallis
21,"['Gujarat Titans', 'Sunrisers Hyderabad']","Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,field,Sunrisers Hyderabad,,8.0,KS Williamson
6,"['Rajasthan Royals', 'Kings XI Punjab']",Sawai Mansingh Stadium,Kings XI Punjab,bat,Rajasthan Royals,,6.0,SR Watson
9,"['Mumbai Indians', 'Gujarat Lions']",Wankhede Stadium,Gujarat Lions,field,Gujarat Lions,,3.0,AJ Finch
11,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Sharjah Cricket Stadium,Royal Challengers Bangalore,field,Kolkata Knight Riders,2.0,,CA Lynn
46,"['Delhi Capitals', 'Royal Challengers Bangalore']",Arun Jaitley Stadium,Delhi Capitals,bat,Delhi Capitals,16.0,,S Dhawan
1,"['Royal Challengers Bangalore', 'Chennai Super Kings']",MA Chidambaram Stadium,Chennai Super Kings,field,Chennai Super Kings,,7.0,Harbhajan Singh
42,"['Lucknow Super Giants', 'Punjab Kings']","Maharashtra Cricket Association Stadium, Pune",Punjab Kings,field,Lucknow Super Giants,20.0,,KH Pandya
12,"['Kolkata Knight Riders', 'Rajasthan Royals']",Dubai International Cricket Stadium,Rajasthan Royals,field,Kolkata Knight Riders,37.0,,Shivam Mavi
37,"['Mumbai Indians', 'Royal Challengers Bangalore']",Wankhede Stadium,Mumbai Indians,bat,Mumbai Indians,58.0,,DR Smith
33,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,7.0,Mandeep Singh
4,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Delhi Daredevils,bat,Mumbai Indians,,8.0,SL Malinga
8,"['Royal Challengers Bangalore', 'Deccan Chargers']",Newlands,Deccan Chargers,bat,Deccan Chargers,24.0,,AC Gilchrist
unknown,"['Royal Challengers Bangalore', 'Rajasthan Royals']",Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,71.0,,AB de Villiers
42,"['Kolkata Knight Riders', 'Punjab Kings']","Eden Gardens, Kolkata",Punjab Kings,field,Punjab Kings,,8.0,JM Bairstow
unknown,"['Kings XI Punjab', 'Kolkata Knight Riders']",Eden Gardens,Kings XI Punjab,field,Kolkata Knight Riders,28.0,,UT Yadav
39,"['Delhi Daredevils', 'Kolkata Knight Riders']",New Wanderers Stadium,Delhi Daredevils,field,Delhi Daredevils,,7.0,A Mishra
2,"['Chennai Super Kings', 'Delhi Capitals']","Wankhede Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,,7.0,S Dhawan
35,"['Gujarat Titans', 'Mumbai Indians']","Narendra Modi Stadium, Ahmedabad",Mumbai Indians,field,Gujarat Titans,55.0,,A Manohar
51,"['Kings XI Punjab', 'Royal Challengers Bangalore']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,6.0,DA Miller
49,"['Rajasthan Royals', 'Royal Challengers Bangalore']",Sawai Mansingh Stadium,Rajasthan Royals,bat,Royal Challengers Bangalore,,5.0,KP Pietersen
59,"['Mumbai Indians', 'Deccan Chargers']",Wankhede Stadium,Deccan Chargers,bat,Deccan Chargers,10.0,,A Mishra
44,"['Sunrisers Hyderabad', 'Rising Pune Supergiant']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,Rising Pune Supergiant,12.0,,JD Unadkat
11,"['Sunrisers Hyderabad', 'Rajasthan Royals']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rajasthan Royals,field,Rajasthan Royals,,6.0,AM Rahane
68,"['Sunrisers Hyderabad', 'Rajasthan Royals']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,23.0,,A Mishra
50,"['Chennai Super Kings', 'Delhi Daredevils']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Delhi Daredevils,,6.0,G Gambhir
60,"['Kings XI Punjab', 'Delhi Daredevils']",Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,field,Kings XI Punjab,29.0,,PP Chawla
45,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Delhi Daredevils,field,Mumbai Indians,146.0,,LMP Simmons
43,"['Delhi Capitals', 'Mumbai Indians']","Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Delhi Capitals,10.0,,J Fraser-McGurk
21,"['Kings XI Punjab', 'Mumbai Indians']","Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,Mumbai Indians,25.0,,PA Patel
38,"['Royal Challengers Bangalore', 'Mumbai Indians']",St George's Park,Mumbai Indians,bat,Mumbai Indians,16.0,,JP Duminy
34,"['Delhi Capitals', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat,Delhi Capitals,7.0,,AR Patel
1,"['Mumbai Indians', 'Royal Challengers Bangalore']","MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,field,Royal Challengers Bangalore,,2.0,HV Patel
55,"['Royal Challengers Bangalore', 'Delhi Capitals']",Sheikh Zayed Stadium,Delhi Capitals,field,Delhi Capitals,,6.0,A Nortje
36,"['Rajasthan Royals', 'Sunrisers Hyderabad']",Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,Rajasthan Royals,,8.0,JP Faulkner
3,"['Kochi Tuskers Kerala', 'Royal Challengers Bangalore']",Nehru Stadium,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,,6.0,AB de Villiers
9,"['Chennai Super Kings', 'Delhi Daredevils']",Kingsmead,Delhi Daredevils,bat,Delhi Daredevils,9.0,,AB de Villiers
4,"['Kolkata Knight Riders', 'Deccan Chargers']",Eden Gardens,Deccan Chargers,bat,Kolkata Knight Riders,,5.0,DJ Hussey
20,"['Rajasthan Royals', 'Lucknow Super Giants']","Wankhede Stadium, Mumbai",Lucknow Super Giants,field,Rajasthan Royals,3.0,,YS Chahal
45,"['Sunrisers Hyderabad', 'Rajasthan Royals']",Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,7.0,JD Unadkat
2,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,6.0,AD Russell
43,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']","Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Kolkata Knight Riders,,7.0,UT Yadav
43,"['Royal Challengers Bangalore', 'Gujarat Titans']","Brabourne Stadium, Mumbai",Royal Challengers Bangalore,bat,Gujarat Titans,,6.0,R Tewatia
28,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Mumbai Indians,bat,Delhi Daredevils,,9.0,V Sehwag
18,"['Kings XI Punjab', 'Chennai Super Kings']",Dubai International Cricket Stadium,Kings XI Punjab,bat,Chennai Super Kings,,10.0,SR Watson
9,"['Delhi Daredevils', 'Mumbai Indians']",Feroz Shah Kotla,Delhi Daredevils,field,Mumbai Indians,98.0,,SR Tendulkar
19,"['Delhi Daredevils', 'Deccan Chargers']",Feroz Shah Kotla,Deccan Chargers,bat,Deccan Chargers,16.0,,S Sohal
43,"['Chennai Super Kings', 'Mumbai Indians']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Mumbai Indians,,6.0,HH Pandya
9,"['Deccan Chargers', 'Rajasthan Royals']","Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,Rajasthan Royals,,3.0,YK Pathan
24,"['Gujarat Titans', 'Rajasthan Royals']","Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,field,Gujarat Titans,37.0,,HH Pandya
37,"['Chennai Super Kings', 'Rajasthan Royals']",JSCA International Stadium Complex,Rajasthan Royals,bat,Chennai Super Kings,,5.0,RA Jadeja
44,"['Royal Challengers Bangalore', 'Chennai Super Kings']",Dubai International Cricket Stadium,Royal Challengers Bangalore,bat,Chennai Super Kings,,8.0,RD Gaikwad
unknown,"['Chennai Super Kings', 'Mumbai Indians']",Eden Gardens,Mumbai Indians,bat,Mumbai Indians,23.0,,KA Pollard
13,"['Sunrisers Hyderabad', 'Delhi Daredevils']",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,bat,Delhi Daredevils,4.0,,JP Duminy
33,"['Kings XI Punjab', 'Sunrisers Hyderabad']","Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,Sunrisers Hyderabad,26.0,,Rashid Khan
44,"['Pune Warriors', 'Mumbai Indians']",Dr DY Patil Sports Academy,Pune Warriors,field,Mumbai Indians,21.0,,R Sharma
38,"['Rajasthan Royals', 'Kings XI Punjab']",Sawai Mansingh Stadium,Kings XI Punjab,bat,Rajasthan Royals,,9.0,MJ Lumb
29,"['Rising Pune Supergiants', 'Mumbai Indians']",Maharashtra Cricket Association Stadium,Mumbai Indians,field,Mumbai Indians,,8.0,RG Sharma
59,"['Gujarat Titans', 'Chennai Super Kings']","Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,field,Gujarat Titans,35.0,,Shubman Gill
40,"['Delhi Capitals', 'Gujarat Titans']","Arun Jaitley Stadium, Delhi",Gujarat Titans,field,Delhi Capitals,4.0,,RR Pant
3,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,4.0,SP Narine
unknown,"['Chennai Super Kings', 'Rajasthan Royals']",Dr DY Patil Sports Academy,Rajasthan Royals,field,Rajasthan Royals,,3.0,YK Pathan
33,"['Mumbai Indians', 'Deccan Chargers']",Brabourne Stadium,Mumbai Indians,bat,Mumbai Indians,63.0,,AT Rayudu
5,"['Royal Challengers Bangalore', 'Delhi Daredevils']",M Chinnaswamy Stadium,Delhi Daredevils,field,Royal Challengers Bangalore,20.0,,AB de Villiers
12,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,8.0,CH Gayle
56,"['Mumbai Indians', 'Sunrisers Hyderabad']",Sharjah Cricket Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,10.0,S Nadeem
35,"['Kolkata Knight Riders', 'Delhi Daredevils']",Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,23.0,,Shoaib Akhtar
41,"['Chennai Super Kings', 'Kolkata Knight Riders']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Kolkata Knight Riders,,5.0,G Gambhir
24,"['Chennai Super Kings', 'Royal Challengers Bangalore']","M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field,Chennai Super Kings,8.0,,DP Conway
42,"['Kings XI Punjab', 'Mumbai Indians']",SuperSport Park,Kings XI Punjab,bat,Mumbai Indians,,8.0,Harbhajan Singh
58,"['Sunrisers Hyderabad', 'Lucknow Super Giants']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,bat,Lucknow Super Giants,,7.0,PN Mankad
5,"['Mumbai Indians', 'Kolkata Knight Riders']","MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,field,Mumbai Indians,10.0,,RD Chahar
3,"['Lucknow Super Giants', 'Delhi Capitals']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,Lucknow Super Giants,50.0,,MA Wood
unknown,"['Sunrisers Hyderabad', 'Rajasthan Royals']","MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,field,Sunrisers Hyderabad,36.0,,Shahbaz Ahmed
20,"['Chennai Super Kings', 'Delhi Daredevils']","MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,Delhi Daredevils,,8.0,V Sehwag
45,"['Pune Warriors', 'Mumbai Indians']",Subrata Roy Sahara Stadium,Mumbai Indians,bat,Mumbai Indians,1.0,,SL Malinga
52,"['Rajasthan Royals', 'Delhi Daredevils']",Sawai Mansingh Stadium,Delhi Daredevils,bat,Rajasthan Royals,,9.0,AM Rahane
10,"['Royal Challengers Bengaluru', 'Kolkata Knight Riders']","M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,SP Narine
17,"['Mumbai Indians', 'Punjab Kings']","MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,field,Punjab Kings,,9.0,KL Rahul
50,"['Royal Challengers Bangalore', 'Delhi Capitals']","Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,bat,Delhi Capitals,,7.0,PD Salt
54,"['Chennai Super Kings', 'Kings XI Punjab']",Kingsmead,Chennai Super Kings,bat,Chennai Super Kings,24.0,,M Muralitharan
69,"['Punjab Kings', 'Sunrisers Hyderabad']","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,bat,Sunrisers Hyderabad,,4.0,Abhishek Sharma
15,"['Rajasthan Royals', 'Kolkata Knight Riders']",Sawai Mansingh Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,N Rana
1,"['Chennai Super Kings', 'Mumbai Indians']","MA Chidambaram Stadium, Chepauk",Mumbai Indians,field,Mumbai Indians,,8.0,RE Levi
27,"['Delhi Capitals', 'Mumbai Indians']",Sheikh Zayed Stadium,Delhi Capitals,bat,Mumbai Indians,,5.0,Q de Kock
55,"['Kings XI Punjab', 'Delhi Daredevils']","Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,7.0,M Vohra
32,"['Rajasthan Royals', 'Punjab Kings']",Dubai International Cricket Stadium,Punjab Kings,field,Rajasthan Royals,2.0,,Kartik Tyagi
24,"['Rajasthan Royals', 'Gujarat Titans']","Sawai Mansingh Stadium, Jaipur",Gujarat Titans,field,Gujarat Titans,,3.0,Rashid Khan
30,"['Gujarat Titans', 'Lucknow Super Giants']","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,bat,Gujarat Titans,7.0,,MM Sharma
34,"['Chennai Super Kings', 'Kings XI Punjab']",SuperSport Park,Chennai Super Kings,bat,Chennai Super Kings,12.0,,ML Hayden
66,"['Kings XI Punjab', 'Chennai Super Kings']",Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,field,Kings XI Punjab,,6.0,AC Gilchrist
72,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']","Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,bat,Sunrisers Hyderabad,,5.0,PA Patel
38,"['Mumbai Indians', 'Kolkata Knight Riders']",Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,8.0,SM Pollock
49,"['Kings XI Punjab', 'Kolkata Knight Riders']","Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,Kings XI Punjab,14.0,,MM Sharma
54,"['Kings XI Punjab', 'Chennai Super Kings']",Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,field,Chennai Super Kings,,6.0,MS Dhoni
39,"['Rajasthan Royals', 'Royal Challengers Bangalore']","Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,field,Rajasthan Royals,29.0,,R Parag
45,"['Delhi Daredevils', 'Kings XI Punjab']",Feroz Shah Kotla,Kings XI Punjab,field,Kings XI Punjab,,4.0,AR Patel
20,"['Rajasthan Royals', 'Deccan Chargers']",Sawai Mansingh Stadium,Deccan Chargers,bat,Rajasthan Royals,,5.0,BJ Hodge
34,"['Chennai Super Kings', 'Delhi Capitals']",Sharjah Cricket Stadium,Chennai Super Kings,bat,Delhi Capitals,,5.0,S Dhawan
5,"['Royal Challengers Bangalore', 'Chennai Super Kings']",St George's Park,Chennai Super Kings,bat,Chennai Super Kings,92.0,,M Muralitharan
45,"['Delhi Daredevils', 'Sunrisers Hyderabad']",Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,6.0,,MC Henriques
47,"['Rajasthan Royals', 'Kolkata Knight Riders']","Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,,7.0,RK Singh
24,"['Chennai Super Kings', 'Pune Warriors']","MA Chidambaram Stadium, Chepauk",Pune Warriors,field,Chennai Super Kings,13.0,,KMDN Kulasekara
67,"['Kings XI Punjab', 'Delhi Daredevils']",Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,field,Kings XI Punjab,7.0,,DA Miller
40,"['Royal Challengers Bangalore', 'Kings XI Punjab']",M Chinnaswamy Stadium,Kings XI Punjab,field,Royal Challengers Bangalore,138.0,,CH Gayle
